arcade_pc	instruction	ref_or_scalar	target	target_space	access_guess	function
0x0002D0	lea (0xc08318).l,A1	ref	0xC08318	PC080SN_tilemap	unknown	FUN_000002ca
0x0002D0	lea (0xc08318).l,A1	scalar	0xC08318	PC080SN_tilemap	unknown	FUN_000002ca
0x0002E6	move.w #0x0,(A2)+	ref	0xC08218	PC080SN_tilemap	write	FUN_000002ca
0x0002E6	move.w #0x0,(A2)+	ref	0xC08220	PC080SN_tilemap	write	FUN_000002ca
0x0002E6	move.w #0x0,(A2)+	ref	0xC08418	PC080SN_tilemap	write	FUN_000002ca
0x0002EA	move.w D0w,(A2)+	ref	0xC0821A	PC080SN_tilemap	write	FUN_000002ca
0x0002EA	move.w D0w,(A2)+	ref	0xC08222	PC080SN_tilemap	write	FUN_000002ca
0x0002EA	move.w D0w,(A2)+	ref	0xC0841A	PC080SN_tilemap	write	FUN_000002ca
0x0002EC	move.w #0x4000,(A2)+	ref	0xC0821C	PC080SN_tilemap	write	FUN_000002ca
0x0002EC	move.w #0x4000,(A2)+	ref	0xC08224	PC080SN_tilemap	write	FUN_000002ca
0x0002EC	move.w #0x4000,(A2)+	ref	0xC0841C	PC080SN_tilemap	write	FUN_000002ca
0x0002F0	move.w D0w,(A2)+	ref	0xC0821E	PC080SN_tilemap	write	FUN_000002ca
0x0002F0	move.w D0w,(A2)+	ref	0xC08226	PC080SN_tilemap	write	FUN_000002ca
0x0002F0	move.w D0w,(A2)+	ref	0xC0841E	PC080SN_tilemap	write	FUN_000002ca
0x0002F2	move.w #-0x8000,(A3)+	ref	0xC08318	PC080SN_tilemap	write	FUN_000002ca
0x0002F2	move.w #-0x8000,(A3)+	ref	0xC08320	PC080SN_tilemap	write	FUN_000002ca
0x0002F2	move.w #-0x8000,(A3)+	ref	0xC08518	PC080SN_tilemap	write	FUN_000002ca
0x0002F6	move.w D0w,(A3)+	ref	0xC0831A	PC080SN_tilemap	write	FUN_000002ca
0x0002F6	move.w D0w,(A3)+	ref	0xC08322	PC080SN_tilemap	write	FUN_000002ca
0x0002F6	move.w D0w,(A3)+	ref	0xC0851A	PC080SN_tilemap	write	FUN_000002ca
0x0002F8	move.w #-0x4000,(A3)+	ref	0xC0831C	PC080SN_tilemap	write	FUN_000002ca
0x0002F8	move.w #-0x4000,(A3)+	ref	0xC08324	PC080SN_tilemap	write	FUN_000002ca
0x0002F8	move.w #-0x4000,(A3)+	ref	0xC0851C	PC080SN_tilemap	write	FUN_000002ca
0x0002FC	move.w D0w,(A3)+	ref	0xC0831E	PC080SN_tilemap	write	FUN_000002ca
0x0002FC	move.w D0w,(A3)+	ref	0xC08326	PC080SN_tilemap	write	FUN_000002ca
0x0002FC	move.w D0w,(A3)+	ref	0xC0851E	PC080SN_tilemap	write	FUN_000002ca
0x00030E	lea (0xc08838).l,A0	ref	0xC08838	PC080SN_tilemap	unknown	FUN_000002ca
0x00030E	lea (0xc08838).l,A0	scalar	0xC08838	PC080SN_tilemap	unknown	FUN_000002ca
0x000314	lea (0xc08938).l,A1	ref	0xC08938	PC080SN_tilemap	unknown	FUN_000002ca
0x000314	lea (0xc08938).l,A1	scalar	0xC08938	PC080SN_tilemap	unknown	FUN_000002ca
0x00031A	lea (0xc08a38).l,A2	ref	0xC08A38	PC080SN_tilemap	unknown	FUN_000002ca
0x00031A	lea (0xc08a38).l,A2	scalar	0xC08A38	PC080SN_tilemap	unknown	FUN_000002ca
0x000320	lea (0xc08b38).l,A3	ref	0xC08B38	PC080SN_tilemap	unknown	FUN_000002ca
0x000320	lea (0xc08b38).l,A3	scalar	0xC08B38	PC080SN_tilemap	unknown	FUN_000002ca
0x0003A6	move.b (0x00390007).l,D6b	ref	0x390007	arcade_inputs	read	FUN_000003a4
0x0003A6	move.b (0x00390007).l,D6b	scalar	0x390007	arcade_inputs	unknown	FUN_000003a4
0x0003AC	lea (0xc08748).l,A2	ref	0xC08748	PC080SN_tilemap	unknown	FUN_000003a4
0x0003AC	lea (0xc08748).l,A2	scalar	0xC08748	PC080SN_tilemap	unknown	FUN_000003a4
0x0003B6	lea (0xc08770).l,A2	ref	0xC08770	PC080SN_tilemap	unknown	FUN_000003a4
0x0003B6	lea (0xc08770).l,A2	scalar	0xC08770	PC080SN_tilemap	unknown	FUN_000003a4
0x0003C0	lea (0xc08770).l,A2	ref	0xC08770	PC080SN_tilemap	unknown	FUN_000003a4
0x0003C0	lea (0xc08770).l,A2	scalar	0xC08770	PC080SN_tilemap	unknown	FUN_000003a4
0x0003CA	lea (0xc08948).l,A2	ref	0xC08948	PC080SN_tilemap	unknown	FUN_000003a4
0x0003CA	lea (0xc08948).l,A2	scalar	0xC08948	PC080SN_tilemap	unknown	FUN_000003a4
0x0003D4	lea (0xc08984).l,A2	ref	0xC08984	PC080SN_tilemap	unknown	FUN_000003a4
0x0003D4	lea (0xc08984).l,A2	scalar	0xC08984	PC080SN_tilemap	unknown	FUN_000003a4
0x0003E0	lea (0xc08540).l,A2	ref	0xC08540	PC080SN_tilemap	unknown	FUN_000003a4
0x0003E0	lea (0xc08540).l,A2	scalar	0xC08540	PC080SN_tilemap	unknown	FUN_000003a4
0x0003EA	lea (0xc08574).l,A2	ref	0xC08574	PC080SN_tilemap	unknown	FUN_000003a4
0x0003EA	lea (0xc08574).l,A2	scalar	0xC08574	PC080SN_tilemap	unknown	FUN_000003a4
0x0003F4	move.b (0x00390001).l,D6b	ref	0x390001	arcade_inputs	read	FUN_000003a4
0x0003F4	move.b (0x00390001).l,D6b	scalar	0x390001	arcade_inputs	unknown	FUN_000003a4
0x0003FC	lea (0xc08e40).l,A2	ref	0xC08E40	PC080SN_tilemap	unknown	FUN_000003a4
0x0003FC	lea (0xc08e40).l,A2	scalar	0xC08E40	PC080SN_tilemap	unknown	FUN_000003a4
0x000406	lea (0xc08f40).l,A2	ref	0xC08F40	PC080SN_tilemap	unknown	FUN_000003a4
0x000406	lea (0xc08f40).l,A2	scalar	0xC08F40	PC080SN_tilemap	unknown	FUN_000003a4
0x000410	lea (0xc09040).l,A2	ref	0xC09040	PC080SN_tilemap	unknown	FUN_000003a4
0x000410	lea (0xc09040).l,A2	scalar	0xC09040	PC080SN_tilemap	unknown	FUN_000003a4
0x00041A	lea (0xc09140).l,A2	ref	0xC09140	PC080SN_tilemap	unknown	FUN_000003a4
0x00041A	lea (0xc09140).l,A2	scalar	0xC09140	PC080SN_tilemap	unknown	FUN_000003a4
0x000424	lea (0xc08b40).l,A2	ref	0xC08B40	PC080SN_tilemap	unknown	FUN_000003a4
0x000424	lea (0xc08b40).l,A2	scalar	0xC08B40	PC080SN_tilemap	unknown	FUN_000003a4
0x00042E	lea (0xc08c40).l,A2	ref	0xC08C40	PC080SN_tilemap	unknown	FUN_000003a4
0x00042E	lea (0xc08c40).l,A2	scalar	0xC08C40	PC080SN_tilemap	unknown	FUN_000003a4
0x000438	move.b (0x00390003).l,D6b	ref	0x390003	arcade_inputs	read	FUN_000003a4
0x000438	move.b (0x00390003).l,D6b	scalar	0x390003	arcade_inputs	unknown	FUN_000003a4
0x000440	lea (0xc08e7c).l,A2	ref	0xC08E7C	PC080SN_tilemap	unknown	FUN_000003a4
0x000440	lea (0xc08e7c).l,A2	scalar	0xC08E7C	PC080SN_tilemap	unknown	FUN_000003a4
0x00044A	lea (0xc08f7c).l,A2	ref	0xC08F7C	PC080SN_tilemap	unknown	FUN_000003a4
0x00044A	lea (0xc08f7c).l,A2	scalar	0xC08F7C	PC080SN_tilemap	unknown	FUN_000003a4
0x000454	lea (0xc0907c).l,A2	ref	0xC0907C	PC080SN_tilemap	unknown	FUN_000003a4
0x000454	lea (0xc0907c).l,A2	scalar	0xC0907C	PC080SN_tilemap	unknown	FUN_000003a4
0x00045E	lea (0xc0917c).l,A2	ref	0xC0917C	PC080SN_tilemap	unknown	FUN_000003a4
0x00045E	lea (0xc0917c).l,A2	scalar	0xC0917C	PC080SN_tilemap	unknown	FUN_000003a4
0x000468	lea (0xc08b7c).l,A2	ref	0xC08B7C	PC080SN_tilemap	unknown	FUN_000003a4
0x000468	lea (0xc08b7c).l,A2	scalar	0xC08B7C	PC080SN_tilemap	unknown	FUN_000003a4
0x000472	lea (0xc08c7c).l,A2	ref	0xC08C7C	PC080SN_tilemap	unknown	FUN_000003a4
0x000472	lea (0xc08c7c).l,A2	scalar	0xC08C7C	PC080SN_tilemap	unknown	FUN_000003a4
0x00047C	move.b (0x00390009).l,D6b	ref	0x390009	arcade_inputs	read	FUN_000003a4
0x00047C	move.b (0x00390009).l,D6b	scalar	0x390009	arcade_inputs	unknown	FUN_000003a4
0x000484	lea (0xc09450).l,A2	ref	0xC09450	PC080SN_tilemap	unknown	FUN_000003a4
0x000484	lea (0xc09450).l,A2	scalar	0xC09450	PC080SN_tilemap	unknown	FUN_000003a4
0x00048E	move.b (0x0039000b).l,D6b	ref	0x39000B	arcade_inputs	read	FUN_000003a4
0x00048E	move.b (0x0039000b).l,D6b	scalar	0x39000B	arcade_inputs	unknown	FUN_000003a4
0x000496	lea (0xc09550).l,A2	ref	0xC09550	PC080SN_tilemap	unknown	FUN_000003a4
0x000496	lea (0xc09550).l,A2	scalar	0xC09550	PC080SN_tilemap	unknown	FUN_000003a4
0x000502	lea (0xc08000).l,A0	ref	0xC08000	PC080SN_tilemap	unknown	FUN_00000502
0x000502	lea (0xc08000).l,A0	scalar	0xC08000	PC080SN_tilemap	unknown	FUN_00000502
0x000508	lea (0xc0c000).l,A2	ref	0xC0C000	PC080SN_tilemap	unknown	FUN_00000502
0x000508	lea (0xc0c000).l,A2	scalar	0xC0C000	PC080SN_tilemap	unknown	FUN_00000502
0x000514	move.w #0x0,(A1)+	ref	0xC08000	PC080SN_tilemap	write	FUN_00000502
0x000514	move.w #0x0,(A1)+	ref	0xC08004	PC080SN_tilemap	write	FUN_00000502
0x000514	move.w #0x0,(A1)+	ref	0xC08100	PC080SN_tilemap	write	FUN_00000502
0x000518	move.w #0x20,(A1)+	ref	0xC08002	PC080SN_tilemap	write	FUN_00000502
0x000518	move.w #0x20,(A1)+	ref	0xC08006	PC080SN_tilemap	write	FUN_00000502
0x000518	move.w #0x20,(A1)+	ref	0xC08102	PC080SN_tilemap	write	FUN_00000502
0x00052A	lea (0x10c000).l,A0	ref	0x10C000	arcade_WRAM	unknown	FUN_0000052a
0x00052A	lea (0x10c000).l,A0	scalar	0x10C000	arcade_WRAM	unknown	FUN_0000052a
0x000530	lea (0x10d600).l,A1	ref	0x10D600	arcade_WRAM	unknown	FUN_0000052a
0x000530	lea (0x10d600).l,A1	scalar	0x10D600	arcade_WRAM	unknown	FUN_0000052a
0x00053A	lea (0x200000).l,A0	ref	0x200000	arcade_palette_RAM	unknown	FUN_0000052a
0x00053A	lea (0x200000).l,A0	scalar	0x200000	arcade_palette_RAM	unknown	FUN_0000052a
0x00054A	lea (0xc00000).l,A0	ref	0xC00000	PC080SN_tilemap	unknown	FUN_0000052a
0x00054A	lea (0xc00000).l,A0	scalar	0xC00000	PC080SN_tilemap	unknown	FUN_0000052a
0x000550	lea (0xc04000).l,A1	ref	0xC04000	PC080SN_tilemap	unknown	FUN_0000052a
0x000550	lea (0xc04000).l,A1	scalar	0xC04000	PC080SN_tilemap	unknown	FUN_0000052a
0x00055A	lea (0xc08000).l,A0	ref	0xC08000	PC080SN_tilemap	unknown	FUN_0000052a
0x00055A	lea (0xc08000).l,A0	scalar	0xC08000	PC080SN_tilemap	unknown	FUN_0000052a
0x000560	lea (0xc0c000).l,A1	ref	0xC0C000	PC080SN_tilemap	unknown	FUN_0000052a
0x000560	lea (0xc0c000).l,A1	scalar	0xC0C000	PC080SN_tilemap	unknown	FUN_0000052a
0x00056A	lea (0xd00000).l,A0	ref	0xD00000	PC090OJ_sprite_RAM	unknown	FUN_0000052a
0x00056A	lea (0xd00000).l,A0	scalar	0xD00000	PC090OJ_sprite_RAM	unknown	FUN_0000052a
0x000570	lea (0xd01000).l,A1	ref	0xD01000	PC090OJ_sprite_RAM	unknown	FUN_0000052a
0x000570	lea (0xd01000).l,A1	scalar	0xD01000	PC090OJ_sprite_RAM	unknown	FUN_0000052a
0x00059A	cmpa.l #0x10d600,A1	scalar	0x10D600	arcade_WRAM	unknown	FUN_0000057c
0x0005B2	cmpa.l #0xd01000,A1	scalar	0xD01000	PC090OJ_sprite_RAM	unknown	FUN_0000057c
0x0005CC	btst.b #0x3,(0x00390007).l	ref	0x390007	arcade_inputs	read	FUN_000005cc
0x0005CC	btst.b #0x3,(0x00390007).l	scalar	0x390007	arcade_inputs	unknown	FUN_000005cc
0x0005E2	move.w #0x0,(0x003c0000).l	ref	0x3C0000	arcade_watchdog	write	FUN_000005cc
0x0005E2	move.w #0x0,(0x003c0000).l	scalar	0x3C0000	arcade_watchdog	unknown	FUN_000005cc
0x0005F6	btst.b #0x0,(0x00390001).l	ref	0x390001	arcade_inputs	read	FUN_000005cc
0x0005F6	btst.b #0x0,(0x00390001).l	scalar	0x390001	arcade_inputs	unknown	FUN_000005cc
0x000612	btst.b #0x1,(0x00390001).l	ref	0x390001	arcade_inputs	read	FUN_000005cc
0x000612	btst.b #0x1,(0x00390001).l	scalar	0x390001	arcade_inputs	unknown	FUN_000005cc
0x000630	lea (0xc0975c).l,A0	ref	0xC0975C	PC080SN_tilemap	unknown	FUN_000005cc
0x000630	lea (0xc0975c).l,A0	scalar	0xC0975C	PC080SN_tilemap	unknown	FUN_000005cc
0x000644	btst.b #0x3,(0x00390007).l	ref	0x390007	arcade_inputs	read	FUN_000005cc
0x000644	btst.b #0x3,(0x00390007).l	scalar	0x390007	arcade_inputs	unknown	FUN_000005cc
0x00069A	lea (0xc09748).l,A2	ref	0xC09748	PC080SN_tilemap	unknown	FUN_00000100
0x00069A	lea (0xc09748).l,A2	scalar	0xC09748	PC080SN_tilemap	unknown	FUN_00000100
0x0006AA	move.b #0x4,(0x003e0001).l	ref	0x3E0001	arcade_sound_comm	write	FUN_000006aa
0x0006AA	move.b #0x4,(0x003e0001).l	scalar	0x3E0001	arcade_sound_comm	unknown	FUN_000006aa
0x0006B2	move.b (0x003e0003).l,D5b	ref	0x3E0003	arcade_sound_comm	read	FUN_000006aa
0x0006B2	move.b (0x003e0003).l,D5b	scalar	0x3E0003	arcade_sound_comm	unknown	FUN_000006aa
0x03A00C	clr.w (0x00350008).l	ref	0x350008	arcade_unknown_350008	write	vector_1d_target_03a008
0x03A00C	clr.w (0x00350008).l	scalar	0x350008	arcade_unknown_350008	unknown	vector_1d_target_03a008
0x03A012	move.w D0w,(0x003c0000).l	ref	0x3C0000	arcade_watchdog	write	vector_1d_target_03a008
0x03A012	move.w D0w,(0x003c0000).l	scalar	0x3C0000	arcade_watchdog	unknown	vector_1d_target_03a008
0x03A0A8	btst.b #0x6,(0x00390005).l	ref	0x390005	arcade_inputs	read	FUN_0003a0a8
0x03A0A8	btst.b #0x6,(0x00390005).l	scalar	0x390005	arcade_inputs	unknown	FUN_0003a0a8
0x03A0B2	btst.b #0x4,(0x00390005).l	ref	0x390005	arcade_inputs	read	FUN_0003a0a8
0x03A0B2	btst.b #0x4,(0x00390005).l	scalar	0x390005	arcade_inputs	unknown	FUN_0003a0a8
0x03A0C0	btst.b #0x5,(0x00390005).l	ref	0x390005	arcade_inputs	read	FUN_0003a0a8
0x03A0C0	btst.b #0x5,(0x00390005).l	scalar	0x390005	arcade_inputs	unknown	FUN_0003a0a8
0x03A552	cmpi.b #0x30,(0x00c09ea3).l	ref	0xC09EA3	PC080SN_tilemap	read	FUN_0003a552
0x03A552	cmpi.b #0x30,(0x00c09ea3).l	scalar	0xC09EA3	PC080SN_tilemap	unknown	FUN_0003a552
0x03A55C	move.b #0x20,(0x00c09ea3).l	ref	0xC09EA3	PC080SN_tilemap	write	FUN_0003a552
0x03A55C	move.b #0x20,(0x00c09ea3).l	scalar	0xC09EA3	PC080SN_tilemap	unknown	FUN_0003a552
0x03AB96	btst.b #0x2,(0x00390007).l	ref	0x390007	arcade_inputs	read	warm_restart_gate_caller_a
0x03AB96	btst.b #0x2,(0x00390007).l	scalar	0x390007	arcade_inputs	unknown	warm_restart_gate_caller_a
0x03ABBA	clr.l (0x00c20000).l	ref	0xC20000	PC080SN_yscroll	write	warm_restart_gate_caller_a
0x03ABBA	clr.l (0x00c20000).l	scalar	0xC20000	PC080SN_yscroll	unknown	warm_restart_gate_caller_a
0x03ABC0	clr.l (0x00c40000).l	ref	0xC40000	PC080SN_xscroll	write	warm_restart_gate_caller_a
0x03ABC0	clr.l (0x00c40000).l	scalar	0xC40000	PC080SN_xscroll	unknown	warm_restart_gate_caller_a
0x03AC04	btst.b #0x0,(0x00390007).l	ref	0x390007	arcade_inputs	read	FUN_0003ac04
0x03AC04	btst.b #0x0,(0x00390007).l	scalar	0x390007	arcade_inputs	unknown	FUN_0003ac04
0x03AC54	cmpi.b #0x43,(0x00c09e87).l	ref	0xC09E87	PC080SN_tilemap	read	FUN_0003ac04
0x03AC54	cmpi.b #0x43,(0x00c09e87).l	scalar	0xC09E87	PC080SN_tilemap	unknown	FUN_0003ac04
0x03AC94	btst.b #0x5,(0x00390007).l	ref	0x390007	arcade_inputs	read	FUN_0003ac8a
0x03AC94	btst.b #0x5,(0x00390007).l	scalar	0x390007	arcade_inputs	unknown	FUN_0003ac8a
0x03ACB2	btst.b #0x6,(0x00390005).l	ref	0x390005	arcade_inputs	read	title_fg_glyph_producer_3acae
0x03ACB2	btst.b #0x6,(0x00390005).l	scalar	0x390005	arcade_inputs	unknown	title_fg_glyph_producer_3acae
0x03ACBC	btst.b #0x4,(0x00390005).l	ref	0x390005	arcade_inputs	read	title_fg_glyph_producer_3acae
0x03ACBC	btst.b #0x4,(0x00390005).l	scalar	0x390005	arcade_inputs	unknown	title_fg_glyph_producer_3acae
0x03ACFE	btst.b #0x6,(0x00390007).l	ref	0x390007	arcade_inputs	read	FUN_0003acf4
0x03ACFE	btst.b #0x6,(0x00390007).l	scalar	0x390007	arcade_inputs	unknown	FUN_0003acf4
0x03AD1C	btst.b #0x6,(0x00390005).l	ref	0x390005	arcade_inputs	read	FUN_0003acf4
0x03AD1C	btst.b #0x6,(0x00390005).l	scalar	0x390005	arcade_inputs	unknown	FUN_0003acf4
0x03AD26	btst.b #0x5,(0x00390005).l	ref	0x390005	arcade_inputs	read	FUN_0003acf4
0x03AD26	btst.b #0x5,(0x00390005).l	scalar	0x390005	arcade_inputs	unknown	FUN_0003acf4
0x03AD76	lea (0xd00000).l,A0	ref	0xD00000	PC090OJ_sprite_RAM	unknown	FUN_0003ad72
0x03AD76	lea (0xd00000).l,A0	scalar	0xD00000	PC090OJ_sprite_RAM	unknown	FUN_0003ad72
0x03AD86	lea (0xd00778).l,A0	ref	0xD00778	PC090OJ_sprite_RAM	unknown	FUN_0003ad72
0x03AD86	lea (0xd00778).l,A0	scalar	0xD00778	PC090OJ_sprite_RAM	unknown	FUN_0003ad72
0x03ADFE	move.w #0x0,(0x00c50000).l	ref	0xC50000	PC080SN_ctrl	write	FUN_0003add8
0x03ADFE	move.w #0x0,(0x00c50000).l	scalar	0xC50000	PC080SN_ctrl	unknown	FUN_0003add8
0x03AE06	move.w #0x1,(0x00d01bfe).l	ref	0xD01BFE	PC090OJ_sprite_RAM	write	FUN_0003add8
0x03AE06	move.w #0x1,(0x00d01bfe).l	scalar	0xD01BFE	PC090OJ_sprite_RAM	unknown	FUN_0003add8
0x03AE16	move.w #0x1,(0x00c50000).l	ref	0xC50000	PC080SN_ctrl	write	FUN_0003add8
0x03AE16	move.w #0x1,(0x00c50000).l	scalar	0xC50000	PC080SN_ctrl	unknown	FUN_0003add8
0x03AE1E	move.w #0x0,(0x00d01bfe).l	ref	0xD01BFE	PC090OJ_sprite_RAM	write	FUN_0003add8
0x03AE1E	move.w #0x0,(0x00d01bfe).l	scalar	0xD01BFE	PC090OJ_sprite_RAM	unknown	FUN_0003add8
0x03AE34	move.w D0w,(0x00380000).l	ref	0x380000	arcade_sprite_ctrl	write	FUN_0003ae28
0x03AE34	move.w D0w,(0x00380000).l	scalar	0x380000	arcade_sprite_ctrl	unknown	FUN_0003ae28
0x03AE64	lea (0xc00100).l,A0	ref	0xC00100	PC080SN_tilemap	unknown	FUN_0003ae64
0x03AE64	lea (0xc00100).l,A0	scalar	0xC00100	PC080SN_tilemap	unknown	FUN_0003ae64
0x03AE74	lea (0xc08100).l,A0	ref	0xC08100	PC080SN_tilemap	unknown	FUN_0003ae64
0x03AE74	lea (0xc08100).l,A0	scalar	0xC08100	PC080SN_tilemap	unknown	FUN_0003ae64
0x03AE86	move.w #0x0,(0x00c50000).l	ref	0xC50000	PC080SN_ctrl	write	startup_common_body
0x03AE86	move.w #0x0,(0x00c50000).l	scalar	0xC50000	PC080SN_ctrl	unknown	startup_common_body
0x03AE8E	move.w #0x0,(0x00d01bfe).l	ref	0xD01BFE	PC090OJ_sprite_RAM	write	startup_common_body
0x03AE8E	move.w #0x0,(0x00d01bfe).l	scalar	0xD01BFE	PC090OJ_sprite_RAM	unknown	startup_common_body
0x03AE96	clr.w (0x00350008).l	ref	0x350008	arcade_unknown_350008	write	startup_common_body
0x03AE96	clr.w (0x00350008).l	scalar	0x350008	arcade_unknown_350008	unknown	startup_common_body
0x03AE9C	clr.w (0x00380000).l	ref	0x380000	arcade_sprite_ctrl	write	startup_common_body
0x03AE9C	clr.w (0x00380000).l	scalar	0x380000	arcade_sprite_ctrl	unknown	startup_common_body
0x03AEA2	move.b #0x4,(0x003e0001).l	ref	0x3E0001	arcade_sound_comm	write	startup_common_body
0x03AEA2	move.b #0x4,(0x003e0001).l	scalar	0x3E0001	arcade_sound_comm	unknown	startup_common_body
0x03AEAA	move.b #0x1,(0x003e0003).l	ref	0x3E0003	arcade_sound_comm	write	startup_common_body
0x03AEAA	move.b #0x1,(0x003e0003).l	scalar	0x3E0003	arcade_sound_comm	unknown	startup_common_body
0x03AEB6	move.w (0x00200000).l,D1w	ref	0x200000	arcade_palette_RAM	read	startup_common_body
0x03AEB6	move.w (0x00200000).l,D1w	scalar	0x200000	arcade_palette_RAM	unknown	startup_common_body
0x03AEBC	move.w D1w,(0x00200000).l	ref	0x200000	arcade_palette_RAM	write	startup_common_body
0x03AEBC	move.w D1w,(0x00200000).l	scalar	0x200000	arcade_palette_RAM	unknown	startup_common_body
0x03AEC6	move.b #0x4,(0x003e0001).l	ref	0x3E0001	arcade_sound_comm	write	startup_common_body
0x03AEC6	move.b #0x4,(0x003e0001).l	scalar	0x3E0001	arcade_sound_comm	unknown	startup_common_body
0x03AECE	move.b #0x0,(0x003e0003).l	ref	0x3E0003	arcade_sound_comm	write	startup_common_body
0x03AECE	move.b #0x0,(0x003e0003).l	scalar	0x3E0003	arcade_sound_comm	unknown	startup_common_body
0x03AEDA	move.w (0x00200000).l,D1w	ref	0x200000	arcade_palette_RAM	read	startup_common_body
0x03AEDA	move.w (0x00200000).l,D1w	scalar	0x200000	arcade_palette_RAM	unknown	startup_common_body
0x03AEE0	move.w D1w,(0x00200000).l	ref	0x200000	arcade_palette_RAM	write	startup_common_body
0x03AEE0	move.w D1w,(0x00200000).l	scalar	0x200000	arcade_palette_RAM	unknown	startup_common_body
0x03AEEA	lea (0x10c000).l,A0	ref	0x10C000	arcade_WRAM	unknown	startup_common_body
