arcade_pc	instruction	operand_index	scalar	scalar_space	function
0x000162	bra.b 0x00000156	0	0x000156	arcade_ROM	FUN_00000100
0x000164	bsr.w 0x00000252	0	0x000252	arcade_ROM	FUN_00000100
0x000168	bra.b 0x0000011c	0	0x00011C	arcade_ROM	FUN_00000100
0x00016A	lea (0xc20002).l,A0	0	0xC20002	PC080SN_yscroll	FUN_0000016a
0x000170	lea (0xc40002).l,A1	0	0xC40002	PC080SN_xscroll	FUN_0000016a
0x000176	move.w #0x0,(A0)+	0	0x000000	arcade_ROM	FUN_0000016a
0x00017A	move.w #0x0,(A1)+	0	0x000000	arcade_ROM	FUN_0000016a
0x000180	lea (0x10c00c).l,A6	0	0x10C00C	arcade_WRAM	FUN_00000180
0x000186	lea (0x23a).l,A3	0	0x00023A	arcade_ROM	FUN_00000180
0x00018C	move.w #0xf0,D0w	0	0x0000F0	arcade_ROM	FUN_00000180
0x000190	bsr.w 0x000001e2	0	0x0001E2	arcade_ROM	FUN_00000180
0x000194	bsr.w 0x000001c2	0	0x0001C2	arcade_ROM	FUN_00000180
0x000198	cmpi.w #-0x1,(A3)	0	0x00FFFF	arcade_ROM	FUN_00000180
0x00019C	beq.b 0x000001a0	0	0x0001A0	arcade_ROM	FUN_00000180
0x00019E	bra.b 0x00000194	0	0x000194	arcade_ROM	FUN_00000180
0x0001A0	lea (0x23c).l,A0	0	0x00023C	arcade_ROM	FUN_00000180
0x0001A6	lea (0x10c010).l,A1	0	0x10C010	arcade_WRAM	FUN_00000180
0x0001AC	cmpi.w #0xf0,(A0)	0	0x0000F0	arcade_ROM	FUN_00000180
0x0001B0	beq.b 0x000001c0	0	0x0001C0	arcade_ROM	FUN_00000180
0x0001B8	beq.b 0x000001ac	0	0x0001AC	arcade_ROM	FUN_00000180
0x0001BA	move.w #-0x1,(0xa,A5)	0	0x00FFFF	arcade_ROM	FUN_00000180
0x0001BA	move.w #-0x1,(0xa,A5)	1	0x00000A	arcade_ROM	FUN_00000180
0x0001C4	bsr.w 0x000001d8	0	0x0001D8	arcade_ROM	FUN_000001c2
0x0001C8	andi.w #0xf,D3w	0	0x00000F	arcade_ROM	FUN_000001c2
0x0001CC	andi.w #0xf,D4w	0	0x00000F	arcade_ROM	FUN_000001c2
0x0001D0	lsl.w #0x4,D4w	0	0x000004	arcade_ROM	FUN_000001c2
0x0001D8	bsr.w 0x000001e2	0	0x0001E2	arcade_ROM	FUN_000001d8
0x0001DC	bsr.w 0x00000210	0	0x000210	arcade_ROM	FUN_000001d8
0x0001E4	move.b #0x0,(0x003e0001).l	0	0x000000	arcade_ROM	FUN_000001e2
0x0001E4	move.b #0x0,(0x003e0001).l	1	0x3E0001	arcade_sound_comm	FUN_000001e2
0x0001EC	move.b D0b,(0x003e0003).l	1	0x3E0003	arcade_sound_comm	FUN_000001e2
0x0001F2	lsr.b #0x4,D0b	0	0x000004	arcade_ROM	FUN_000001e2
0x0001F4	move.b D0b,(0x003e0003).l	1	0x3E0003	arcade_sound_comm	FUN_000001e2
0x0001FA	bsr.w 0x000006aa	0	0x0006AA	arcade_ROM	FUN_000001e2
0x0001FE	btst.l #0x0,D5	0	0x000000	arcade_ROM	FUN_000001e2
0x000202	beq.b 0x000001e2	0	0x0001E2	arcade_ROM	FUN_000001e2
0x000204	bsr.w 0x000006aa	0	0x0006AA	arcade_ROM	FUN_000001e2
0x000208	btst.l #0x0,D5	0	0x000000	arcade_ROM	FUN_000001e2
0x00020C	bne.b 0x00000204	0	0x000204	arcade_ROM	FUN_000001e2
0x000210	bsr.w 0x000006aa	0	0x0006AA	arcade_ROM	FUN_00000210
0x000214	btst.l #0x2,D5	0	0x000002	arcade_ROM	FUN_00000210
0x000218	beq.b 0x00000210	0	0x000210	arcade_ROM	FUN_00000210
0x00021A	move.b #0x0,(0x003e0001).l	0	0x000000	arcade_ROM	FUN_00000210
0x00021A	move.b #0x0,(0x003e0001).l	1	0x3E0001	arcade_sound_comm	FUN_00000210
0x000222	move.b (0x003e0003).l,D3b	0	0x3E0003	arcade_sound_comm	FUN_00000210
0x000228	move.b (0x003e0003).l,D4b	0	0x3E0003	arcade_sound_comm	FUN_00000210
0x00022E	bsr.w 0x000006aa	0	0x0006AA	arcade_ROM	FUN_00000210
0x000232	btst.l #0x2,D5	0	0x000002	arcade_ROM	FUN_00000210
0x000236	bne.b 0x0000022e	0	0x00022E	arcade_ROM	FUN_00000210
0x000252	move.w #0x50,D0w	0	0x000050	arcade_ROM	FUN_00000252
0x000256	move.w #0x0,(0x003c0000).l	0	0x000000	arcade_ROM	FUN_00000252
0x000256	move.w #0x0,(0x003c0000).l	1	0x3C0000	arcade_watchdog	FUN_00000252
0x00025E	subq.w #0x1,D0w	0	0x000001	arcade_ROM	FUN_00000252
0x000260	bne.b 0x00000256	0	0x000256	arcade_ROM	FUN_00000252
0x000264	lea (0x200000).l,A0	0	0x200000	arcade_palette_RAM	FUN_00000264
0x00026A	lea (0x2a6).l,A1	0	0x0002A6	arcade_ROM	FUN_00000264
0x000272	cmpi.w #-0x1,D1w	0	0x00FFFF	arcade_ROM	FUN_00000264
0x000276	beq.b 0x000002a4	0	0x0002A4	arcade_ROM	FUN_00000264
0x000278	move.w #0xf,D0w	0	0x00000F	arcade_ROM	FUN_00000264
0x00027C	move.w #0x0,(A0)+	0	0x000000	arcade_ROM	FUN_00000264
0x000282	andi.w #0xf00,D2w	0	0x000F00	arcade_ROM	FUN_00000264
0x000286	lsl.w #0x3,D2w	0	0x000003	arcade_ROM	FUN_00000264
0x00028C	andi.w #0xf0,D2w	0	0x0000F0	arcade_ROM	FUN_00000264
0x000290	lsl.w #0x2,D2w	0	0x000002	arcade_ROM	FUN_00000264
0x000296	andi.w #0xf,D2w	0	0x00000F	arcade_ROM	FUN_00000264
0x00029A	lsl.w #0x1,D2w	0	0x000001	arcade_ROM	FUN_00000264
0x00029E	subq.w #0x1,D0w	0	0x000001	arcade_ROM	FUN_00000264
0x0002A0	bne.b 0x00000280	0	0x000280	arcade_ROM	FUN_00000264
0x0002A2	bra.b 0x00000270	0	0x000270	arcade_ROM	FUN_00000264
0x0002CA	lea (0xc08218).l,A0	0	0xC08218	PC080SN_tilemap	FUN_000002ca
0x0002D0	lea (0xc08318).l,A1	0	0xC08318	PC080SN_tilemap	FUN_000002ca
0x0002D6	move.w #0x21,D0w	0	0x000021	arcade_ROM	FUN_000002ca
0x0002DA	move.w #0xe,D2w	0	0x00000E	arcade_ROM	FUN_000002ca
0x0002E2	move.w #0x10,D1w	0	0x000010	arcade_ROM	FUN_000002ca
0x0002E6	move.w #0x0,(A2)+	0	0x000000	arcade_ROM	FUN_000002ca
0x0002EC	move.w #0x4000,(A2)+	0	0x004000	arcade_ROM	FUN_000002ca
0x0002F2	move.w #-0x8000,(A3)+	0	0x008000	arcade_ROM	FUN_000002ca
0x0002F8	move.w #-0x4000,(A3)+	0	0x00C000	arcade_ROM	FUN_000002ca
0x0002FE	subq.w #0x1,D1w	0	0x000001	arcade_ROM	FUN_000002ca
0x000300	bne.b 0x000002e6	0	0x0002E6	arcade_ROM	FUN_000002ca
0x000302	adda.w #0x200,A0	0	0x000200	arcade_ROM	FUN_000002ca
0x000306	adda.w #0x200,A1	0	0x000200	arcade_ROM	FUN_000002ca
0x00030A	subq.w #0x1,D2w	0	0x000001	arcade_ROM	FUN_000002ca
0x00030C	bne.b 0x000002de	0	0x0002DE	arcade_ROM	FUN_000002ca
0x00030E	lea (0xc08838).l,A0	0	0xC08838	PC080SN_tilemap	FUN_000002ca
0x000314	lea (0xc08938).l,A1	0	0xC08938	PC080SN_tilemap	FUN_000002ca
0x00031A	lea (0xc08a38).l,A2	0	0xC08A38	PC080SN_tilemap	FUN_000002ca
0x000320	lea (0xc08b38).l,A3	0	0xC08B38	PC080SN_tilemap	FUN_000002ca
0x000326	move.w #0x4,D2w	0	0x000004	arcade_ROM	FUN_000002ca
0x00032A	moveq 0x1,D0	0	0x000001	arcade_ROM	FUN_000002ca
0x00032E	bsr.w 0x00000350	0	0x000350	arcade_ROM	FUN_000002ca
0x000332	adda.l #0x400,A0	0	0x000400	arcade_ROM	FUN_000002ca
0x000338	adda.l #0x400,A1	0	0x000400	arcade_ROM	FUN_000002ca
0x00033E	adda.l #0x400,A2	0	0x000400	arcade_ROM	FUN_000002ca
0x000344	adda.l #0x400,A3	0	0x000400	arcade_ROM	FUN_000002ca
0x00034A	subq.w #0x1,D2w	0	0x000001	arcade_ROM	FUN_000002ca
0x00034C	bne.b 0x0000032c	0	0x00032C	arcade_ROM	FUN_000002ca
0x000350	move.w #0x4,D1w	0	0x000004	arcade_ROM	FUN_00000350
0x000354	move.w D0w,(0x0,A0,D3*0x1)	1	0x000000	arcade_ROM	FUN_00000350
0x000354	move.w D0w,(0x0,A0,D3*0x1)	1	0x000001	arcade_ROM	FUN_00000350
0x000358	move.w #0x19,(0x2,A0,D3*0x1)	0	0x000019	arcade_ROM	FUN_00000350
0x000358	move.w #0x19,(0x2,A0,D3*0x1)	1	0x000002	arcade_ROM	FUN_00000350
0x000358	move.w #0x19,(0x2,A0,D3*0x1)	1	0x000001	arcade_ROM	FUN_00000350
0x00035E	move.w D0w,(0x0,A1,D3*0x1)	1	0x000000	arcade_ROM	FUN_00000350
0x00035E	move.w D0w,(0x0,A1,D3*0x1)	1	0x000001	arcade_ROM	FUN_00000350
0x000362	move.w #0x19,(0x2,A1,D3*0x1)	0	0x000019	arcade_ROM	FUN_00000350
0x000362	move.w #0x19,(0x2,A1,D3*0x1)	1	0x000002	arcade_ROM	FUN_00000350
0x000362	move.w #0x19,(0x2,A1,D3*0x1)	1	0x000001	arcade_ROM	FUN_00000350
0x000368	move.w D0w,(0x0,A2,D3*0x1)	1	0x000000	arcade_ROM	FUN_00000350
0x000368	move.w D0w,(0x0,A2,D3*0x1)	1	0x000001	arcade_ROM	FUN_00000350
0x00036C	move.w #0x19,(0x2,A2,D3*0x1)	0	0x000019	arcade_ROM	FUN_00000350
0x00036C	move.w #0x19,(0x2,A2,D3*0x1)	1	0x000002	arcade_ROM	FUN_00000350
0x00036C	move.w #0x19,(0x2,A2,D3*0x1)	1	0x000001	arcade_ROM	FUN_00000350
0x000372	move.w D0w,(0x0,A3,D3*0x1)	1	0x000000	arcade_ROM	FUN_00000350
0x000372	move.w D0w,(0x0,A3,D3*0x1)	1	0x000001	arcade_ROM	FUN_00000350
0x000376	move.w #0x19,(0x2,A3,D3*0x1)	0	0x000019	arcade_ROM	FUN_00000350
0x000376	move.w #0x19,(0x2,A3,D3*0x1)	1	0x000002	arcade_ROM	FUN_00000350
0x000376	move.w #0x19,(0x2,A3,D3*0x1)	1	0x000001	arcade_ROM	FUN_00000350
0x00037C	addq.l #0x4,D3	0	0x000004	arcade_ROM	FUN_00000350
0x00037E	subq.w #0x1,D1w	0	0x000001	arcade_ROM	FUN_00000350
0x000380	bne.b 0x00000354	0	0x000354	arcade_ROM	FUN_00000350
0x000382	addq.w #0x1,D0w	0	0x000001	arcade_ROM	FUN_00000350
0x000384	cmpi.l #0x40,D3	0	0x000040	arcade_ROM	FUN_00000350
0x00038A	bcs.b 0x00000350	0	0x000350	arcade_ROM	FUN_00000350
0x00038E	moveq 0x24,D1	0	0x000024	arcade_ROM	FUN_0000038e
0x000392	jsr 0x0003bb48.l	0	0x03BB48	arcade_ROM	FUN_0000038e
0x000398	addq.l #0x1,D1	0	0x000001	arcade_ROM	FUN_0000038e
0x00039A	cmpi.l #0x34,D1	0	0x000034	arcade_ROM	FUN_0000038e
0x0003A0	bne.b 0x00000390	0	0x000390	arcade_ROM	FUN_0000038e
0x0003A6	move.b (0x00390007).l,D6b	0	0x390007	arcade_inputs	FUN_000003a4
0x0003AC	lea (0xc08748).l,A2	0	0xC08748	PC080SN_tilemap	FUN_000003a4
0x0003B2	bsr.w 0x000004b2	0	0x0004B2	arcade_ROM	FUN_000003a4
0x0003B6	lea (0xc08770).l,A2	0	0xC08770	PC080SN_tilemap	FUN_000003a4
0x0003BC	bsr.w 0x000004b2	0	0x0004B2	arcade_ROM	FUN_000003a4
0x0003C0	lea (0xc08770).l,A2	0	0xC08770	PC080SN_tilemap	FUN_000003a4
0x0003C6	bsr.w 0x000004b2	0	0x0004B2	arcade_ROM	FUN_000003a4
0x0003CA	lea (0xc08948).l,A2	0	0xC08948	PC080SN_tilemap	FUN_000003a4
0x0003D0	bsr.w 0x000004b2	0	0x0004B2	arcade_ROM	FUN_000003a4
0x0003D4	lea (0xc08984).l,A2	0	0xC08984	PC080SN_tilemap	FUN_000003a4
0x0003DA	bsr.w 0x000004b2	0	0x0004B2	arcade_ROM	FUN_000003a4
0x0003E0	lea (0xc08540).l,A2	0	0xC08540	PC080SN_tilemap	FUN_000003a4
0x0003E6	bsr.w 0x000004b2	0	0x0004B2	arcade_ROM	FUN_000003a4
0x0003EA	lea (0xc08574).l,A2	0	0xC08574	PC080SN_tilemap	FUN_000003a4
0x0003F0	bsr.w 0x000004b2	0	0x0004B2	arcade_ROM	FUN_000003a4
0x0003F4	move.b (0x00390001).l,D6b	0	0x390001	arcade_inputs	FUN_000003a4
0x0003FC	lea (0xc08e40).l,A2	0	0xC08E40	PC080SN_tilemap	FUN_000003a4
0x000402	bsr.w 0x000004b2	0	0x0004B2	arcade_ROM	FUN_000003a4
0x000406	lea (0xc08f40).l,A2	0	0xC08F40	PC080SN_tilemap	FUN_000003a4
0x00040C	bsr.w 0x000004b2	0	0x0004B2	arcade_ROM	FUN_000003a4
0x000410	lea (0xc09040).l,A2	0	0xC09040	PC080SN_tilemap	FUN_000003a4
0x000416	bsr.w 0x000004b2	0	0x0004B2	arcade_ROM	FUN_000003a4
0x00041A	lea (0xc09140).l,A2	0	0xC09140	PC080SN_tilemap	FUN_000003a4
0x000420	bsr.w 0x000004b2	0	0x0004B2	arcade_ROM	FUN_000003a4
0x000424	lea (0xc08b40).l,A2	0	0xC08B40	PC080SN_tilemap	FUN_000003a4
0x00042A	bsr.w 0x000004b2	0	0x0004B2	arcade_ROM	FUN_000003a4
0x00042E	lea (0xc08c40).l,A2	0	0xC08C40	PC080SN_tilemap	FUN_000003a4
0x000434	bsr.w 0x000004b2	0	0x0004B2	arcade_ROM	FUN_000003a4
0x000438	move.b (0x00390003).l,D6b	0	0x390003	arcade_inputs	FUN_000003a4
0x000440	lea (0xc08e7c).l,A2	0	0xC08E7C	PC080SN_tilemap	FUN_000003a4
0x000446	bsr.w 0x000004b2	0	0x0004B2	arcade_ROM	FUN_000003a4
0x00044A	lea (0xc08f7c).l,A2	0	0xC08F7C	PC080SN_tilemap	FUN_000003a4
0x000450	bsr.w 0x000004b2	0	0x0004B2	arcade_ROM	FUN_000003a4
0x000454	lea (0xc0907c).l,A2	0	0xC0907C	PC080SN_tilemap	FUN_000003a4
0x00045A	bsr.w 0x000004b2	0	0x0004B2	arcade_ROM	FUN_000003a4
0x00045E	lea (0xc0917c).l,A2	0	0xC0917C	PC080SN_tilemap	FUN_000003a4
0x000464	bsr.w 0x000004b2	0	0x0004B2	arcade_ROM	FUN_000003a4
0x000468	lea (0xc08b7c).l,A2	0	0xC08B7C	PC080SN_tilemap	FUN_000003a4
0x00046E	bsr.w 0x000004b2	0	0x0004B2	arcade_ROM	FUN_000003a4
0x000472	lea (0xc08c7c).l,A2	0	0xC08C7C	PC080SN_tilemap	FUN_000003a4
0x000478	bsr.w 0x000004b2	0	0x0004B2	arcade_ROM	FUN_000003a4
0x00047C	move.b (0x00390009).l,D6b	0	0x390009	arcade_inputs	FUN_000003a4
0x000484	lea (0xc09450).l,A2	0	0xC09450	PC080SN_tilemap	FUN_000003a4
0x00048A	bsr.w 0x000004c8	0	0x0004C8	arcade_ROM	FUN_000003a4
0x00048E	move.b (0x0039000b).l,D6b	0	0x39000B	arcade_inputs	FUN_000003a4
0x000496	lea (0xc09550).l,A2	0	0xC09550	PC080SN_tilemap	FUN_000003a4
0x00049C	bsr.w 0x000004c8	0	0x0004C8	arcade_ROM	FUN_000003a4
0x0004A6	beq.b 0x000004b0	0	0x0004B0	arcade_ROM	FUN_000004a2
0x0004AE	bra.b 0x000004a4	0	0x0004A4	arcade_ROM	FUN_000004a2
0x0004B2	lea (0x4e2).l,A1	0	0x0004E2	arcade_ROM	FUN_000004b2
0x0004BA	beq.b 0x000004c2	0	0x0004C2	arcade_ROM	FUN_000004b2
0x0004BC	lea (0x4e8).l,A1	0	0x0004E8	arcade_ROM	FUN_000004b2
0x0004C2	bsr.b 0x000004a2	0	0x0004A2	arcade_ROM	FUN_000004b2
0x0004C4	addq.w #0x1,D0w	0	0x000001	arcade_ROM	FUN_000004b2
0x0004C8	moveq 0x7,D0	0	0x000007	arcade_ROM	FUN_000004c8
0x0004CA	lea (0x4ee).l,A1	0	0x0004EE	arcade_ROM	FUN_000004c8
0x0004D2	beq.b 0x000004da	0	0x0004DA	arcade_ROM	FUN_000004c8
0x0004D4	lea (0x4f2).l,A1	0	0x0004F2	arcade_ROM	FUN_000004c8
0x0004DA	bsr.b 0x000004a2	0	0x0004A2	arcade_ROM	FUN_000004c8
0x0004DC	dbf D0w,0x000004ca	1	0x0004CA	arcade_ROM	FUN_000004c8
0x000502	lea (0xc08000).l,A0	0	0xC08000	PC080SN_tilemap	FUN_00000502
0x000508	lea (0xc0c000).l,A2	0	0xC0C000	PC080SN_tilemap	FUN_00000502
0x00050E	move.w #0x28,D0w	0	0x000028	arcade_ROM	FUN_00000502
0x000514	move.w #0x0,(A1)+	0	0x000000	arcade_ROM	FUN_00000502
0x000518	move.w #0x20,(A1)+	0	0x000020	arcade_ROM	FUN_00000502
0x00051C	subq.w #0x1,D0w	0	0x000001	arcade_ROM	FUN_00000502
0x00051E	bne.b 0x00000514	0	0x000514	arcade_ROM	FUN_00000502
0x000520	adda.w #0x100,A0	0	0x000100	arcade_ROM	FUN_00000502
0x000526	bcs.b 0x0000050e	0	0x00050E	arcade_ROM	FUN_00000502
0x00052A	lea (0x10c000).l,A0	0	0x10C000	arcade_WRAM	FUN_0000052a
0x000530	lea (0x10d600).l,A1	0	0x10D600	arcade_WRAM	FUN_0000052a
0x000536	bsr.w 0x0000057c	0	0x00057C	arcade_ROM	FUN_0000052a
0x00053A	lea (0x200000).l,A0	0	0x200000	arcade_palette_RAM	FUN_0000052a
0x000546	bsr.w 0x0000057c	0	0x00057C	arcade_ROM	FUN_0000052a
0x00054A	lea (0xc00000).l,A0	0	0xC00000	PC080SN_tilemap	FUN_0000052a
0x000550	lea (0xc04000).l,A1	0	0xC04000	PC080SN_tilemap	FUN_0000052a
0x000556	bsr.w 0x0000057c	0	0x00057C	arcade_ROM	FUN_0000052a
0x00055A	lea (0xc08000).l,A0	0	0xC08000	PC080SN_tilemap	FUN_0000052a
0x000560	lea (0xc0c000).l,A1	0	0xC0C000	PC080SN_tilemap	FUN_0000052a
0x000566	bsr.w 0x0000057c	0	0x00057C	arcade_ROM	FUN_0000052a
0x00056A	lea (0xd00000).l,A0	0	0xD00000	PC090OJ_sprite_RAM	FUN_0000052a
0x000570	lea (0xd01000).l,A1	0	0xD01000	PC090OJ_sprite_RAM	FUN_0000052a
0x000576	bsr.w 0x0000057c	0	0x00057C	arcade_ROM	FUN_0000052a
0x00057E	move.w #0x0,(A0)	0	0x000000	arcade_ROM	FUN_0000057c
0x000584	bne.b 0x00000598	0	0x000598	arcade_ROM	FUN_0000057c
0x000586	move.w #-0x1,(A0)	0	0x00FFFF	arcade_ROM	FUN_0000057c
0x00058A	cmpi.w #-0x1,(A0)	0	0x00FFFF	arcade_ROM	FUN_0000057c
0x00058E	bne.b 0x00000598	0	0x000598	arcade_ROM	FUN_0000057c
0x000594	bcs.b 0x0000057c	0	0x00057C	arcade_ROM	FUN_0000057c
0x00059A	cmpa.l #0x10d600,A1	0	0x10D600	arcade_WRAM	FUN_0000057c
0x0005A0	bne.b 0x000005a6	0	0x0005A6	arcade_ROM	FUN_0000057c
0x0005A2	moveq 0x36,D0	0	0x000036	arcade_ROM	FUN_0000057c
0x0005A4	bra.b 0x000005c0	0	0x0005C0	arcade_ROM	FUN_0000057c
0x0005AC	bne.b 0x000005b2	0	0x0005B2	arcade_ROM	FUN_0000057c
0x0005AE	moveq 0x39,D0	0	0x000039	arcade_ROM	FUN_0000057c
0x0005B0	bra.b 0x000005c0	0	0x0005C0	arcade_ROM	FUN_0000057c
0x0005B2	cmpa.l #0xd01000,A1	0	0xD01000	PC090OJ_sprite_RAM	FUN_0000057c
0x0005B8	bne.b 0x000005be	0	0x0005BE	arcade_ROM	FUN_0000057c
0x0005BA	moveq 0x35,D0	0	0x000035	arcade_ROM	FUN_0000057c
0x0005BC	bra.b 0x000005c0	0	0x0005C0	arcade_ROM	FUN_0000057c
0x0005BE	moveq 0x34,D0	0	0x000034	arcade_ROM	FUN_0000057c
0x0005C0	jsr 0x0003bb48.l	0	0x03BB48	arcade_ROM	FUN_0000057c
0x0005C6	bsr.w 0x00000252	0	0x000252	arcade_ROM	FUN_0000057c
0x0005CA	bra.b 0x000005c6	0	0x0005C6	arcade_ROM	FUN_0000057c
0x0005CC	btst.b #0x3,(0x00390007).l	0	0x000003	arcade_ROM	FUN_000005cc
0x0005CC	btst.b #0x3,(0x00390007).l	1	0x390007	arcade_inputs	FUN_000005cc
0x0005D4	beq.b 0x000005da	0	0x0005DA	arcade_ROM	FUN_000005cc
0x0005D6	clr.w (0x8,A5)	0	0x000008	arcade_ROM	FUN_000005cc
0x0005DA	tst.w (0x8,A5)	0	0x000008	arcade_ROM	FUN_000005cc
0x0005DE	bne.w 0x00000662	0	0x000662	arcade_ROM	FUN_000005cc
0x0005E2	move.w #0x0,(0x003c0000).l	0	0x000000	arcade_ROM	FUN_000005cc
0x0005E2	move.w #0x0,(0x003c0000).l	1	0x3C0000	arcade_watchdog	FUN_000005cc
0x0005EA	addq.w #0x1,(0x6,A5)	0	0x000001	arcade_ROM	FUN_000005cc
0x0005EA	addq.w #0x1,(0x6,A5)	1	0x000006	arcade_ROM	FUN_000005cc
0x0005EE	cmpi.w #0x50,(0x6,A5)	0	0x000050	arcade_ROM	FUN_000005cc
0x0005EE	cmpi.w #0x50,(0x6,A5)	1	0x000006	arcade_ROM	FUN_000005cc
0x0005F4	bne.b 0x00000644	0	0x000644	arcade_ROM	FUN_000005cc
0x0005F6	btst.b #0x0,(0x00390001).l	0	0x000000	arcade_ROM	FUN_000005cc
0x0005F6	btst.b #0x0,(0x00390001).l	1	0x390001	arcade_inputs	FUN_000005cc
0x0005FE	bne.b 0x00000612	0	0x000612	arcade_ROM	FUN_000005cc
0x000600	addq.w #0x1,(0x4,A5)	0	0x000001	arcade_ROM	FUN_000005cc
0x000600	addq.w #0x1,(0x4,A5)	1	0x000004	arcade_ROM	FUN_000005cc
0x000604	cmpi.w #0x30,(0x4,A5)	0	0x000030	arcade_ROM	FUN_000005cc
0x000604	cmpi.w #0x30,(0x4,A5)	1	0x000004	arcade_ROM	FUN_000005cc
0x00060A	blt.w 0x00000612	0	0x000612	arcade_ROM	FUN_000005cc
0x00060E	clr.w (0x4,A5)	0	0x000004	arcade_ROM	FUN_000005cc
0x000612	btst.b #0x1,(0x00390001).l	0	0x000001	arcade_ROM	FUN_000005cc
0x000612	btst.b #0x1,(0x00390001).l	1	0x390001	arcade_inputs	FUN_000005cc
0x00061A	bne.b 0x00000630	0	0x000630	arcade_ROM	FUN_000005cc
0x00061C	subq.w #0x1,(0x4,A5)	0	0x000001	arcade_ROM	FUN_000005cc
0x00061C	subq.w #0x1,(0x4,A5)	1	0x000004	arcade_ROM	FUN_000005cc
0x000620	cmpi.w #0x0,(0x4,A5)	0	0x000000	arcade_ROM	FUN_000005cc
0x000620	cmpi.w #0x0,(0x4,A5)	1	0x000004	arcade_ROM	FUN_000005cc
0x000626	bge.w 0x00000630	0	0x000630	arcade_ROM	FUN_000005cc
0x00062A	move.w #0x2f,(0x4,A5)	0	0x00002F	arcade_ROM	FUN_000005cc
0x00062A	move.w #0x2f,(0x4,A5)	1	0x000004	arcade_ROM	FUN_000005cc
0x000630	lea (0xc0975c).l,A0	0	0xC0975C	PC080SN_tilemap	FUN_000005cc
